Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
6812.920690579615,-11.34565426540878,-32.82294224102914,-100.571470065395
7356.422544596414,-11.85132787717634,-32.31336617596343,-102.2039199947497
7943.282347242818,-12.39657276554814,-31.70106101258819,-101.596723535437
8576.958985908937,-12.90196301618045,-30.87965109466839,-101.0709522889163
9261.187281287937,-13.41808949385386,-30.73068606951189,-107.1307707004171
10000.00000000001,-13.90754580148183,-30.22608220814114,-108.1648085569738
10797.75162327709,-14.3708261450727,-29.5420027415214,-109.3579537716681
11659.14401179832,-14.85419765332311,-28.32901643799701,-113.7828690864139
12589.25411794166,-15.3022669735528,-28.90914431851669,-115.0825076362405
13593.56390878526,-15.72752723980729,-28.55671053813182,-115.9686101535497
14677.9926762207,-16.17391364735019,-27.27172288373762,-113.3191129969312
15848.93192461113,-16.5389566439089,-27.1519444116997,-115.1672771531496
17113.28304161781,-16.89668300159241,-26.34305867073925,-114.6341986837249
18478.49797422292,-17.26508004506488,-25.99616157461263,-118.2438899005074
19952.62314968879,-17.6159170395611,-25.77232644049415,-121.232335667489
21544.34690031884,-17.93090448613448,-25.6262671088691,-123.3403762988906
23263.05067153625,-18.21808258532392,-25.27440686833478,-122.6208342564258
25118.8643150958,-18.42734347914364,-24.77969123177958,-125.1856981945941
27122.7257933203,-18.71646203875907,-24.7494668677983,-125.2304546945378
29286.44564625236,-18.89625578731843,-24.31104763846901,-121.3085881287179
31622.7766016838,-19.15541564407858,-24.26196690030607,-121.8334597973342
34145.488738336,-19.38486471516174,-23.82315248991307,-124.6519636519614
36869.45064519575,-19.5296963015846,-23.54864640599951,-126.18574458141
39810.71705534974,-19.74765910757814,-23.41862434002552,-128.9708268025222
42986.62347082276,-19.91221990295548,-22.35916921253999,-122.6738990934804
46415.8883361278,-20.01806735712745,-22.41201412374147,-127.734288249806
50118.7233627272,-20.19208368280861,-21.6104071478863,-128.4159858881831
54116.95265464637,-20.32868591563413,-21.85462909127025,-128.8933582987963
58434.14133735179,-20.39572308193164,-20.89077005306431,-127.7296902840977
63095.73444801931,-20.57788995546592,-20.07224879235087,-132.4906246016874
68129.20690579613,-20.59804977252276,-22.01241178514263,-129.9594978673612
73564.22544596417,-20.59078012801623,-21.27568531302527,-119.5999014474904
79432.82347242814,-20.78996894424799,-19.79511120096814,-120.5797297239084
85769.58985908944,-20.9411833719928,-19.36899256746969,-123.2431392806787
92611.8728128793,-21.09105360865819,-18.8736591583174,-118.2090490898293
100000,-21.38961300625633,-18.65273023864536,-125.2354540906907
